tweet,label,sw_count,len_tweet,asterisk
 😂😂😂 thanks for the history lesson excuses and talking about past games make today even better you are only as good as your last game...,NOTABU,0,136,0
 they're referred to as antifa.,NOTABU,0,31,0
 he think it’s a coop and he is trapped inside but seriously i don’t know why no one has considered that anonymous could be a family member my money is on jared he has nothing to lose and everything to gain to position himself after this fiasco.,NOTABU,0,245,0
 so she was to put her happiness on hold for him to get himself together she is not the cause of his passing he overdosed if anything he was his own destruction you can’t put the blame on her no one can plus i’m pretty sure she is just a messed up about his death as anyone.,NOTABU,0,274,0
 students who do not vote are literally giving their votes to those who do not respect their race gender gun free schools gun control their over charged student loans clean water for drinking bathing climate denying polluters all students must vote no complain after its too late,NOTABU,0,279,0
 i’m sorry dana that you have to hear from such sick mental patient liberals they are so pathetic i support you 0 percent,EXP,1,121,0
" so she is using the feminist card as a excuse for her behavior in not getting what she wanted when the other competitor that she played was a a woman who just was simply better than her today every woman in that room who applauded to that nonsense i feel sad for you.""",IMP,1,269,0
 it's hard to really say at this point in his career he is still so young let's see how his jr season plays out before we start judging him i have a feeling he's going to earn a spot on canada's wjc team i think that could go a long way.,NOTABU,0,237,0
 bs people died in pr because the local government is corrupt.,EXP,0,62,0
",...criminal complicity in all of this mess - last night mr gregg jarrett appeared on hannity""!,...he is always incredible and he made another great point when he reminded all of us that starting an illegitimate investigation is a crime"" - truth is coming out mueller!""",NOTABU,0,269,0
 dont forget my girl hillary she is doing the happy dance tonight url,NOTABU,0,69,0
 you ready for crazy ass racing tomorrow???,NOTABU,1,43,0
 what do you expect from the likes of eric erickson  he is a piece of crap.,EXP,0,75,0
meneither she is a liar clear as day a liar url,EXP,1,47,0
 most americans find any of this hard to believe...3 plus yrs later another justice thomas hit job by the media and liberals?,NOTABU,0,125,0
 oh and how can i forget he created the greatest american economy in decades one where no matter who you are or what color your skin is you have a better chance of having a job instead of a government handout.,NOTABU,0,209,0
 allows actual islamic terrorists to recruit on twitter despite repeated attempts to have them removed.,NOTABU,0,103,0
" i'm sure they are pro life conservatives keep up the great work chelsea we need you.""",NOTABU,0,86,0
 damn right url url,NOTABU,1,19,0
 gfy ..the nfl should get no protection from the police...and no support from our military...the league will slowly die on this road of shame!!!,NOTABU,0,144,0
 invite to all of the shows and let her tell you about her interview with brock long then you will know why cult45politburo sounds so unhinged he is parroting the fema admins line of bs tried to fight back against long's bs,EXP,0,223,0
 ah yes straight edge anime girls my on weakness,NOTABU,0,48,0
 soo sweet! eliza you are amazing you opened her up she is too cute and eliza your a beautiful soul💕,NOTABU,0,100,0
 who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?,IMP,0,97,0
 i would be guessing the same thing but at the same time i know the ravens would do their due diligence obviously one would investigate all angles.. but maybe not who knows he is quite the head case,NOTABU,0,198,0
 he screams and releases  gallons of cum with enough pressure to make at least gallons squirt from his big brother's mouth,NOTABU,0,122,0
 those pesky antifa supersoldiers are at it again... ,NOTABU,1,53,0
 all liberals are devils all of us ask any repub we hold hands to stand together to know we aren’t alone in this fight for civility and decency call us all the names you want it doesn’t matter one bit.,EXP,0,201,0
 exactly she was sorry till she found people to cosign her bullshit idiots the pair of them.,EXP,1,92,0
 guess he is good enough at math to turn million dollars that his father loaned him into a multibillion dollar empire...,NOTABU,0,120,0
 end of mos2 sm out in space hears a voice in his head asking if he’s kryptonian.turns around and it’s mm mm explains his situation amp asks for refuge on earth sm puts out his hand amp introduces himself has their shaking hand he says welcome to earth cut to black.,NOTABU,0,266,0
 forget michael he is a coward.,EXP,0,31,0
that's not am buller point on the list of voters needs wiunion wipolitics wiright maga nra democrats demonicrats pervertsinc url,NOTABU,0,128,0
 he gets confirmed conservatives don’t care that he’s a rapist at all.,EXP,0,70,0
 anyone have a lion,NOTABU,0,19,0
 where were you in 00 when people were losing their jobs amp their homes amp our economy tanked what did you say about w then did you ridicule him amp did you praise obama for saving our country you are such a hypocrite.,EXP,1,220,0
 i seriously believe he is evil..,EXP,0,33,0
 he makes a good point too bad that is a career death sentence these days.,NOTABU,0,74,0
 i just think that he's more likely to be lying about this to protect himself than she is lying just to disrupt her life for no apparent reason i've also known entitled men like him.,NOTABU,1,182,0
 spot on again speedy always the victim when things aren’t going her way far cry from the graf’s of the sport even though her stats will suggest she is one of the greats.,NOTABU,0,170,0
  keep an eye out,NOTABU,0,17,0
 your shabby self and your traitor buddy bo....gave us maga....stupid your just stupid.,EXP,2,87,0
 why don't jes get a job at cnn cause i will not watch her when she is on !!,NOTABU,0,76,0
 idk by comparison he is the least liked or atleast that's what i've seen but hey i'm probably wrong,NOTABU,0,100,0
trying to hide all the evidence 😎✍ maga qanon trump wwg1wga qarmy qalert magaforallinc toolate url,NOTABU,0,98,0
 liberals are steamrolling tpp through parliament without proper debate why are the liberals hell-bent on killing canadian manufacturing jobs cdnpoli url,IMP,0,153,0
getting ready to disavow some toxic backlinks.. thank you bing usa🇺 maga usa,NOTABU,0,76,0
 the are batshit crazy.,EXP,1,23,0
 omg what country were you in? it wasn’t america but again you liberals will believe anything,IMP,1,93,0
 yes bitch,NOTABU,1,10,0
 just pm you the st part of the debate for sunday on gun control amp the nd adm,NOTABU,0,79,0
 really should look at the google stock value over the past years and then lets see tears.,NOTABU,0,90,0
 these liberals are responsible for the deterioration of american society they should be ashamed but we all know they’re not.,EXP,1,125,0
 when even readers of a liberal paper in effect liberals don't believe her accusations are credible ,IMP,0,100,0
 are you kidding me i’m so pissed for you he is a sorry excuse for a human being.,NOTABU,0,81,0
 amp student loan refinancing plan would give every single student loan borrower a tax break amp let hundreds of thousands of borrowers have immediate lower interests rates at net cost to taxpayers has years he did nothing he is a liar url,EXP,1,239,0
 replaces chickens with gun control url,NOTABU,0,39,0
 babe i hope you are not wonting these women,NOTABU,0,44,0
14 on stan twitter i texted steph this morning abt the thing i just love how nice and kind she is she deserves the world,NOTABU,1,120,0
     she is busy in appeasing minorities henceforth,NOTABU,0,51,0
 this is like when shitty restaurants advertise their voted world famous crabcakes but nobody can tell you who voted and nobody who lives outside a 0-mile radius has ever actually eaten there.,NOTABU,1,192,0
